category,city,country,created_on,description,email,facebook,fax,houseno,id,lat,lon,name,name_ascii,opening_hours,phone,postcode,promoted_until,src_id,state,street,twitter,updated_on,website
default,,US,1422330715.000000,,jairo@drinkrealwater.com,,,3208,5456.000000,36.130284,-115.183288,Real Water,,,702-310-5437,89102,,osm_node_3313353164,Nevada,West Desert Inn Road,,1433784953.000000,https://drinkrealwater.com/
shopping,,US,1422331570.000000,,Tzigane86@gmail.com,,,7155,5457.000000,36.058140,-115.243752,Tzigane Hair Studio,,,702-336-6886,,,osm_node_3313360019,Nevada,Rainbow Boulevard,,1433784953.000000,http://www.tziganeosborne.com
default,,US,1422332083.000000,,josh@liveinunity.net,,,5722,5458.000000,36.084365,-115.258430,Unity Travel,,,702-265-8166,89113,,osm_node_3313362071,Nevada,South Tioga Way,,1433784953.000000,http://www.liveinunity.net
default,,US,1422332629.000000,,rocketfizzvegas@rocketmail.com,,,9410,5459.000000,36.146738,-115.300984,Rocket Fizz Soda Pop and Candy Shop,,,702-889-4292,89117,,osm_node_3313362946,Nevada,W Sahara Ave,,1433784954.000000,http://www.rocketfizz.com
default,,US,1422332876.000000,,info@dreamracing.com,,,7000,5460.000000,36.267869,-115.009005,Dream Racing,,,702-605-3000,,,osm_node_3313365661,Nevada,Las Vegas Boulevard North,,1433784954.000000,http://www.dreamracing.com/
default,,US,1422416983.000000,,TaxHQ@outlook.com,,,6200,5468.000000,36.814905,-76.207355,Tax Headquarters LLC,,8 a.m. until 9 p.m,757-420-7829,23464,,osm_node_3315840540,Virginia,Pardue Court,,1433784957.000000,https://www.facebook.com/taxheadquarters
default,Mulino,US,1422429579.000000,,,,,26750,5469.000000,45.218162,-122.588779,PNW Skydiving,,,844-U-SKYDIVE,97013,,osm_node_3316124624,Oregon,South Airport Road,,1433784957.000000,https://www.pnwskydiving.com/page.php?id=8
lodging,,ZA,1422359454.000000,,,,,,5462.000000,-32.068288,29.085968,Wild Lubanzi Backpackers,,,,,,osm_node_3314209471,,,,1433784955.000000,http://www.wildlubanzi.co.za/
nightlife,Kraków,PL,1422364110.000000,,,,,9,5463.000000,50.062472,19.935307,Dziewiątka Pub&Club,,"wtorek-niedziela, 17:00 - ostatni klient",+48 12 422 67 44,31-009,,osm_node_3314313364,,Szewska,,1433784955.000000,
shopping,Hannover,DE,1422367798.000000,,,,,50,5464.000000,52.373718,9.707122,Trionauten,,Mo-Fr 10:30-19:30; Sa 09:00-16:00,,30451,,osm_node_3314377338,,Limmerstraße,,1433784955.000000,
sports,Brașov,RO,1422383028.000000,,,,0368.463.346,14,5465.000000,45.646144,25.628557,Energym Fitness Club,,"08-22 l-v, 09-18 s, 10-15 d",0722.711.289,500331,,osm_node_3314917472,,Strada Szemlér Ferencz,,1433784956.000000,http://www.energym.ro/
atm,Dollard-Des Ormeaux,CA,1422386469.000000,,,,,4701,5466.000000,45.487418,-73.847939,Instacoin Bitcoin ATM - Dépanneur JMI,,,,H9H 2A7,,osm_node_3315165606,,Boulevard Saint-Jean,,1433784956.000000,http://instacoinatm.com
default,Rovereto,IT,1422404366.000000,,,,+39 0464 487994,5a/7,5467.000000,45.890995,11.042616,Ottica Guerra,,Lunedì: 15.00 -19.00 Martedì- Sabato: 8.30-12.00 e 15.00 -19.00,+39 0464 436723,38068,,osm_node_3315693133,,Corso Antonio Rosmini,,1433784956.000000,http://www.otticaguerra.it
shopping,Houston,US,1422567688.000000,,,,,0,5473.000000,40.245187,-80.199437,PennaCoin,,,,15342,,osm_node_3319875460,penna,Hill-Church Houston Rd,,1433784958.000000,
cafe,,US,1431379497.000000,,,,,,5476.000000,37.152979,-122.133621,Goble Coffee Roasting,,06:00-12:00; Tu closed,8312059650,,,osm_node_3321335261,California,,,1433784959.000000,http://www.goblecoffeeroasting.com
default,,GR,1429197367.000000,,,,,,5470.000000,40.575483,22.967019,Bitcoin Community Greece,,,,,,osm_node_3316681507,,,,1433784957.000000,http://bitcoincommunity.gr/index.php/el/
default,La Plata,AR,1422481726.000000,,bgdimartino@gmail.com,,,574,5471.000000,-34.914856,-57.960927,Bruno Di Martino - #CommunityManagement,,24/7,+549 221 579 1987,1900,,osm_node_3317481157,,12,,1433784958.000000,https://www.brunodimartino.com.ar
default,,CH,1422530414.000000,,,,,,5472.000000,46.194064,6.140900,"BigCoin, Swiss Bitcoin Exchange",,,,,,osm_node_3318425201,,,,1433784958.000000,http://bigcoin.ch
default,Littleton,US,1422076698.000000,,,,,8340,5447.000000,39.568652,-105.112856,Rutledge Psychiatry,,,,80127,,osm_node_3306967406,Colorado,South Sangre de Cristo Road,,1433784949.000000,http://www.rutledgemd.com/
default,,US,1422329324.000000,,Info@monarchsky.com,,,1420,5451.000000,35.979996,-115.141572,Monarch Sky Flight School & Flying Club,,,702-631-0386,,,osm_node_3313342291,Nevada,Jet Stream Drive,,1433784951.000000,http://www.monarchsky.com/
default,千葉県茂原市茂原/chiba mobara city,JP,1422640830.000000,,,,,1575,5475.000000,35.424573,140.314238,リンゴ屋　茂原店/ringoya mobara,,,0475-47-3807,〒297-0026,,osm_node_3321162459,,,,1433784959.000000,http://www.ringoya-mobara.com/
atm,Montréal,CA,1422645480.000000,,,,,4212,5477.000000,45.567176,-73.587716,Instacoin - Guichet Bitcoin ATM - Posteramic,,,1-800-686-9159,,,osm_node_3321422902,,Rue Jean-Talon Est,,1433784960.000000,http://instacoinatm.com
default,Hannover,DE,1422701247.000000,,,,,4,5478.000000,52.360439,9.714773,Neoskop GmbH,,,,30449,,osm_node_3323103407,,Hanomaghof,,1433784960.000000,http://www.neoskop.de/
food,Singapore,SG,1389316509.000000,,,,,4,6116.000000,1.279671,103.841671,Mariko's,,,,,,osm_way_172769274,,Jiak Chuan Road,,1433785188.000000,
default,Hannover,DE,1422701726.000000,,,,,14a,5480.000000,52.368796,9.708293,Esdenera Networks,,,,30449,,osm_node_3323112477,,Konkordiastraße,,1433784961.000000,https://www.esdenera.com/
default,Rovereto,IT,1422718154.000000,,,,,31,5481.000000,45.887234,11.045116,Sebastiano Guerzoni,,,+39 328 8250633,38068,,osm_node_3323531128,,Via Portici,,1433784961.000000,
lodging,,ID,1422797111.000000,,,,,,5482.000000,-1.829291,99.256891,Gordo Mentawai Surf Resort,,,,,,osm_node_3325132914,,,,1433784961.000000,http://www.mentawai-surf-resort.com/
default,Newcastle upon Tyne,GB,1422811493.000000,,,,,81,5483.000000,54.971793,-1.615034,CeX Newcastle Grainger St.,,,,NE1 5JF,,osm_node_3325580026,,Grainger Street,,1433784962.000000,
shopping,Neutral Bay,AU,1422688989.000000,,,,,Lvl 2 / 246,5474.000000,-33.831031,151.224180,ReNCOUNTER - Japanese Hair Salon,,,+61 452 150 215,2089,,osm_node_3320544798,New South Wales,Military Road,,1433784959.000000,https://www.facebook.com/rencounter
cafe,Brighton,GB,1422897765.000000,,,,,114-115,5486.000000,50.830646,-0.135978,Presuming Ed's,,8-7,,BN1 4LJ,,osm_node_3327227374,,London Road,,1433784963.000000,
transport,,AR,1422899507.000000,,,,,,5487.000000,-34.595486,-58.378565,Urban Biking,,,+5491143142325,,,osm_node_3327268772,,,,1433784963.000000,
atm,Pierrefonds,CA,1422917287.000000,,,,,17528,5488.000000,45.467942,-73.883412,Instacoin Bitcoin ATM - Dépanneur 7-11,,,,H9J 3C8,,osm_node_3327717369,,Boulevard Gouin Ouest,,1433784963.000000,http://instacoinatm.com
atm,,US,1422969770.000000,,,,,,5494.000000,42.803770,-73.902430,PYC Bitcoin ATM,,Tues & Wed: 9a-2p Thurs-Sat: 9a-9p Sun: 8a-9p,,,,osm_node_3328375789,New York,,,1433784965.000000,
cafe,,KR,1422948212.000000,,,,,,5490.000000,37.477316,127.044012,twin275,,,,,,osm_node_3328031679,,,,1433784964.000000,
default,Aberdeen,GB,1422964394.000000,,,,,46,5491.000000,57.147319,-2.096525,CeX,,opening_hours:url=https://uk.webuy.com/stores/store_details.php?branchId=197,,AB10 1BD,,osm_node_3328291778,,Union Street,,1433784964.000000,
default,Ayr,GB,1422965231.000000,,,,,101-103,5492.000000,55.462687,-4.630378,CeX,,opening_hours:url=https://uk.webuy.com/stores/store_details.php?branchId=295,,KA7 1QL,,osm_node_3328301792,,High Street,,1433784965.000000,
default,Ballymena,GB,1422969228.000000,,,,,Unit 5a,5493.000000,54.867021,-6.277514,CeX,,opening_hours:url=https://uk.webuy.com/stores/store_details.php?branchId=58,,BT43 6AH,,osm_node_3328370911,,Wellington Street,,1433784965.000000,
cafe,Wellsboro,US,1423002984.000000,,,,,45,5505.000000,41.748938,-77.299811,Cafe 1905,,"7:00am - 5:30pm Mon-Fri Sat 9:00am - 5:30pm, Sunday 9:00am-4:00pm",570-724-1905,16901,,osm_node_3329236968,penna,Main Street,,1433784969.000000,http://www.cafe1905.com
default,Barnet,GB,1422970557.000000,,,,,Unit 10,5495.000000,51.655332,-0.203245,CeX,,opening_hours:url=https://uk.webuy.com/stores/store_details.php?branchId=205,,EN5 5XY,,osm_node_3328393447,,High Street,,1433784966.000000,
default,Belfast,GB,1422972649.000000,,,,,Unit 40,5496.000000,54.589604,-5.961936,CeX,,opening_hours:url=https://uk.webuy.com/stores/store_details.php?branchId=57,,BT12 6HN,,osm_node_3328435292,,Donegall Road,,1433784966.000000,
default,Barnstaple,GB,1422972440.000000,,,,,30,5497.000000,51.079993,-4.060092,CeX,,opening_hours:url=https://uk.webuy.com/stores/store_details.php?branchId=240,,EX31 1BL,,osm_node_3328438485,,High Street,,1433784967.000000,
default,Bootle,GB,1422973447.000000,,,,,Unit 7,5499.000000,53.452542,-2.992788,CeX Bootle,,https://uk.webuy.com/stores/store_details.php?branchId=203,,L20 4XX,,osm_node_3328457519,,The Hexagon,,1433784967.000000,
default,Bradford,GB,1422978441.000000,,,,,56,5500.000000,53.794383,-1.755221,CeX Bradford,,https://uk.webuy.com/stores/store_details.php?branchId=49,,BD1 1QT,,osm_node_3328554834,,Kirkgate,,1433784968.000000,
default,,BG,1422981222.000000,,,,,,5501.000000,42.625913,23.381998,Motov.net,,,,,,osm_node_3328569058,,,,1433784968.000000,http://www.motov.net
atm,Tallinn,EE,1422987303.000000,,,,,51,5502.000000,59.431069,24.770498,Spotex,,,,,,osm_node_3328750808,,Tartu mnt,,1433784968.000000,http://decrypto.ee/?page_id=45
default,,EE,1422987134.000000,,,,,,5503.000000,58.402118,24.451067,Racetrack Auto24,,,,,,osm_node_3328765261,,,,1433784969.000000,http://www.auto24ring.ee/
cafe,Ehingen (Donau),DE,1422998807.000000,,,,,45,5504.000000,48.283969,9.728144,Eis Miraval Ehingen,,,,89584,,osm_node_3329124552,,Hauptstraße,,1433784969.000000,https://www.facebook.com/GelateriaMiravalEhingen
food,Phoenix,US,1423116363.000000,,catering@classiccrustpizza.com,,,12231,5507.000000,33.597430,-112.035187,Classic Crust Pizza,,,602-996-1025,,,osm_node_3331364993,Arizona,N. Cave Creek Rd.,,1433784970.000000,
shopping,София,BG,1423058258.000000,,sales@motov.net,,,267,5506.000000,42.624848,23.380073,Motov.net,,,,,,osm_node_3329935794,,улица „Околовръстен път“,,1433784970.000000,
default,,US,1423206773.000000,,,,,2415,5510.000000,37.758401,-122.418872,Nakamoto's,,Wed-Sun: 2PM-10PM  Mon & Tue: Closed,(415) 212-8266,94110,,osm_node_3333490656,California,Mission Street,,1433784971.000000,http://nakamotos.io/
shopping,Ravenna,IT,1423168605.000000,,,,,165,5508.000000,44.417394,12.220351,Gioielleria Antonelli,,,,48122,,osm_node_3332735493,,Via Tommaso Gulli,,1433784970.000000,
shopping,Lido degli Estensi,IT,1423168822.000000,,,,,106,5509.000000,44.667851,12.243704,Gioielleria Antonelli,,,,44022,,osm_node_3332751762,,Viale Giosuè Carducci,,1433784971.000000,
shopping,Cape Girardeau,US,1423362722.000000,,,,,2127,5513.000000,37.302203,-89.549052,"Computer 21, LLC",,M-F 8-5,573-332-7364,63703,,osm_node_3337169290,Missouri,William Street,,1433784972.000000,
default,Tallinn,EE,1423256022.000000,,,,,34,5511.000000,59.431434,24.774128,Headshop.ee,,,,10121,,osm_node_3334894817,,Juhan Kunderi,,1433784971.000000,https://headshop.ee/
default,Palermo,IT,1423317626.000000,,,,,,5512.000000,38.137627,13.307236,Future Design,,,,,,osm_node_3336241874,,Via Berrettaro,,1433784972.000000,https://www.facebook.com/futuredesign87
atm,,US,1423620964.000000,,,,,,5518.000000,41.876404,-87.633344,Red Leaf Chicago 2-way Bitcoin ATM,,,,,,osm_node_3343094777,Illinois,,,1433784974.000000,
default,Digos City,PH,1423404043.000000,,,,,2085,5514.000000,6.752147,125.355466,Digital Playpen,,,,8002,,osm_node_3337858632,,Rizal Avenue,,1433784972.000000,
default,Shoreham-by-Sea,GB,1423474842.000000,,,,,,5516.000000,50.841104,-0.249591,KD Games Night,,6-11pm Tuesdays,,BN43 6TA,,osm_node_3339447291,,Upper Shoreham Road,,1433784973.000000,http://kidsdreamsgames.blogspot.co.uk/
default,,PL,1423578009.000000,,,,,,5517.000000,50.453672,17.318720,Piórkowski IT Solutions,,,,,,osm_node_3342047777,,,,1433784973.000000,http://piorkowski.eu
shopping,Granite City,US,1423629450.000000,,,,,11,5519.000000,38.745967,-90.104008,Cooper Autoworks,,,,62040,,osm_node_3343157145,Illinois,Reta Court,,1433784974.000000,https://cooperautoworks.com
default,High Ridge,US,1423629728.000000,,,,,5399,5520.000000,38.453779,-90.523897,2-Rick's Hardwood Floors,,,,63049,,osm_node_3343158892,Missouri,Diehl Lane,,1433784974.000000,http://www.wood4floor.com/
atm,,US,1423632851.000000,,,,,,5521.000000,43.076836,-73.803272,PYC Bitcoin ATM,,,,,,osm_node_3343183585,New York,,,1433784975.000000,
default,Ljubljana,SI,1423648185.000000,,,,,1,5522.000000,46.055192,14.515219,Psihoterapija Lavrini,,,,1000,,osm_node_3343572627,,Metelkova ulica,,1433784975.000000,http://psihoterapija-lavrini.si
default,Wien,AT,1423662422.000000,,,,,9,5523.000000,48.215635,16.369308,Vienna Apartment,,,,1010,,osm_node_3343905489,,Eßlinggasse,,1433784975.000000,http://www.vienna-apartment.co.at/eslinggasse-9-1010-wien/
default,Ljubljana,SI,1423675083.000000,,,,,190,5524.000000,46.087014,14.514834,SIAM THAI salon tajskih masaž,,,+386 1 292 70 90,1000,,osm_node_3344249912,,Dunajska cesta,,1433784976.000000,http://www.tajskemasaze.si/
default,Zoetermeer,NL,1424525296.000000,,,,,444,5566.000000,52.051886,4.480899,Michiel van Erp  (music producer),,,,2713GN,,osm_node_3363278662,,Stadhoudersring,,1433784992.000000,http://www.michielvanerp.com
cafe,Darlinghurst,AU,1422919551.000000,,,,,68,5489.000000,-33.878806,151.214808,Greenhouse Cafe,,Mo-Fr 07:00-16:00; Sa 08:00-15:00,,2010,,osm_node_3327767202,New South Wales,Oxford Street,,1433784964.000000,
default,Negrar,IT,1422875913.000000,,,,,3,5485.000000,45.536232,10.975195,Giorgio Panzeri - Creare Ricchezza,,,+39 045 7540130,37024,,osm_node_3326728832,,Via Dondolo,,1433784962.000000,http://twimt.it/index.php?aid=6
cafe,Northglenn,US,1472093422.000000,"Gormet cinnamon rolls, pies, and candy all made 100% from scratch with the finest ingredients.",,cinna.bx,,2145,8460.000000,39.915003,-104.961630,Cinna Box,Cinna Box,,(719) 330-4857,80233,,,CO,E 120th Ave,,1472093422.000000,https://www.yelp.com/biz/cinna-box-northglenn-2
food,Helsinki,FI,1423726884.000000,,,,,2,5528.000000,60.189253,24.974137,Nepalese Cuisine Lali Gurans,,Ma - Pe: 10:00 - 16:00,+358505989090,00580,,osm_node_3345295966,,Vanha talvitie,,1433784977.000000,http://www.laligurans.fi/?page_id=52
food,Helsinki,FI,1423728318.000000,,,,,41,5530.000000,60.165238,24.935986,Muru Dining,,tiistaista lauantaihin klo 17.00–23.30,,00120,,osm_node_3345320894,,Fredrikinkatu,,1433784978.000000,http://www.murudining.fi/
default,Wien,AT,1423738265.000000,,,,,41,5531.000000,48.210293,16.351817,Mair Botanics,,,+43 664 7333 8551,1080,,osm_node_3345513102,,Lange Gasse,,1433784978.000000,http://www.cousinerose.com/
default,Rovereto,IT,1423835240.000000,,,,,4,5532.000000,45.889518,11.044698,Alessio Salvetti,,,,38068,,osm_node_3347843679,,via del Ghetto,,1433784979.000000,
default,San Francisco,US,1424369705.000000,,,,,61,5561.000000,37.788061,-122.401013,SC Sports Therapy,,,415-896-2273,94105,,osm_node_3359888893,California,New Montgomery Street,,1433784990.000000,http://scsportstherapy.com/
default,Chesterfield,GB,1423915109.000000,,,,,,5535.000000,53.252365,-1.449029,KROStex Components,,,,S41 8RJ,,osm_node_3349808775,,Newbold Road,,1433784980.000000,http://www.KROStex.com/
shopping,Wachtebeke,BE,1423947252.000000,,info@kyrana.be,,,1,5536.000000,51.172312,3.858964,Kyrana,,Di-Do : 10h00 – 18h00 / Za : 10h00 – 18h00,,9185,,osm_node_3350680258,,Begonialaan,,1433784980.000000,http://site.kyrana.be/
shopping,Angra do Heroísmo,PT,1423957566.000000,,m2maciel@gmail.com,,,5A,5537.000000,38.659592,-27.225705,mikemaciel.com | Photography,,,+351963900274,,,osm_node_3350881899,,Rua Recreio dos Artistas,,1433784981.000000,
default,,EE,1424087339.000000,,,,,,5539.000000,58.376731,26.727167,Tartu Gekolights,,,+37256992333,,,osm_node_3353730554,,,,1433784982.000000,
default,,EE,1424087574.000000,,,,,,5540.000000,57.846277,26.997588,Võru Gekolights,,,+37256992333,,,osm_node_3353732457,,,,1433784982.000000,
grocery,Québec,CA,1424102070.000000,,,,,1340,5541.000000,46.862425,-71.428576,Super-Store.Market,,24/7,,G3J1Y9,,osm_node_3353985269,,Boulevard Pie XI Nord,,1433784982.000000,http://super-store.market
food,Sayulita,MX,1424104261.000000,,,,,11,5542.000000,20.869590,-105.439092,Hey Cocina Nayarit,,,,,,osm_node_3354337299,,Pelicanos,,1433784983.000000,
default,Gent,BE,1424119568.000000,,,,,3,5543.000000,51.008116,3.712101,Life-ID,,,+32-9-241-5636,9052,,osm_node_3354784114,,Technologiepark-Zwijnaarde,,1433784983.000000,http://www.life-id.be/
default,Oulu,FI,1424121077.000000,,,,,9,5544.000000,64.994770,25.468243,Valostore,,,,90400,,osm_node_3354808659,,Alasintie,,1433784983.000000,http://www.valostore.fi/
default,Rastede,DE,1424163974.000000,,,,,57,5545.000000,53.256523,8.209500,Uwe Reinsch Holzbau - Zimmerei,,"""Nach telefonischer Absprache""",+49 172 5412372,26180,,osm_node_3355499480,,Am Wiesenrand,,1433784984.000000,http://www.oldenburg-zimmerei.com
default,Oldenburg,DE,1424163743.000000,,,,,35,5546.000000,53.172157,8.228054,Uwe Reinsch Holzbau - Zimmerei,,,+49 441 50500888,26125,,osm_node_3355499557,,Wilhelmshavener Heerstraße,,1433784984.000000,http://www.oldenburg-zimmerei.com
default,Rorschacherberg,CH,1424178533.000000,,,,,5,5547.000000,47.470578,9.524303,"bhend.klammer architekten, sergej klammer",,auf voranmeldung,,9404,,osm_node_3355816647,,Käaserenrain,,1433784984.000000,http://www.bhend.klammer.ch
cafe,Ramsgate,GB,1424196813.000000,,,,,7,5548.000000,51.332778,1.405601,Penn's Kitchen No.7,,7:30am - 4:30pm (8am - 3pm Sun),,CT11 0AA,,osm_node_3356505240,,Southwood Road,,1433784985.000000,
default,Gorssel,NL,1424198575.000000,,,,,41a,5549.000000,52.199143,6.200187,Goede-Tijden,,,0575 491 777,7213CP,,osm_node_3356561197,,Hoofdstraat,,1433784985.000000,http://www.goede-tijden.nl/
default,Stuttgart,DE,1432133584.000000,,,,,77A,5550.000000,48.770952,9.157042,Simpago Softwareentwicklung,,Mo-Fr 09:00-18:00,,70197,,osm_node_3356853706,,Gutenbergstraße,,1433784985.000000,http://www.simpago.com
shopping,Calgary,CA,1424217955.000000,,admin@calgaryhomeinspector.ca,,,13,5553.000000,51.142645,-114.049026,home audit,,,4037143612,,,osm_node_3357047393,Alberta,hidden creek rise nw,,1433784986.000000,http://www.calgaryhomeinspector.ca
default,Mercer,US,1423841324.000000,,,,,1386,5533.000000,44.677156,-69.919491,The Wood Mill of Maine,,,(207) 587-2145,04957,,osm_node_3348032409,Maine,Mercer Rd,,1433784979.000000,
default,Orlando,US,1424476464.000000,,,,,3900,5564.000000,28.491140,-81.285892,Orlando Meats,,,+1 407-598-0700,32822,,osm_node_3362566055,Florida,S Goldenrod Rd Ste 136,,1433784991.000000,http://orlandomeats.com
grocery,Montréal,CA,1424237748.000000,,,,,5181,5554.000000,45.571934,-73.603194,Autcoinage Bitcoin ATM / Depanneur X-Ellent,,Sun-Sat 7:00am - 11:00pm,,H1Z 3T5,,osm_node_3357238890,,Boulevard Pie-IX,,1433784987.000000,
default,maçanet de la selva,ES,1424271782.000000,,,,,35,5555.000000,41.782356,2.695784,"CryptoBit, S.L.",,,,17412,,osm_node_3357972238,,Carrer de la Tuca,,1433784987.000000,http://www.cryptoservicios.com
shopping,Sint-Amandsberg,BE,1424294953.000000,,,,,250/1,5556.000000,51.052515,3.748921,Dede Computer,,10:00-19:30,+32485053855,9040,,osm_node_3358645882,,Dendermondsesteenweg,,1433784988.000000,
default,Hong Kong,CN,1424333027.000000,,,,,100,5557.000000,22.261435,114.129895,Bitspark Exchange and Remittance,,,,,,osm_node_3359070240,,數碼港道 Cyberport Road,,1433784988.000000,
default,Padova,IT,1424340137.000000,,,,,15,5558.000000,45.408186,11.873624,Studio Commercialista D'Angelo,,,,35139,,osm_node_3359191779,,Via Nazario Sauro,,1433784989.000000,
shopping,Rovereto,IT,1424359861.000000,,,,,14,5559.000000,45.890274,11.039486,Fantàsia Games Store,,,,38068,,osm_node_3359576846,,Via Felice e Gregorio Fontana,,1433784989.000000,https://www.facebook.com/fantasiastore.it
shopping,,IE,1424366137.000000,,,,,,5560.000000,53.941457,-8.098850,Mary's Laundry & Dry Cleaners,,,,,,osm_node_3359781615,,,,1433784989.000000,
default,Gent,BE,1424460869.000000,,,,,17,5562.000000,51.054104,3.717529,Arpeggio Music,,,,9000,,osm_node_3362198036,,Sint-Michielsstraat,,1433784990.000000,http://www.arpeggiomusic.be/
shopping,Calgary,CA,1424217507.000000,,admin@calgarypropainting.com,,,13,5551.000000,51.152122,-114.061385,Colour bee painting,,,(403)714-3612,,,osm_node_3357042293,Alberta,hidden creek rise nw,,1433784986.000000,http://www.calgarypropainitng.com
cafe,Bordeaux,FR,1424489211.000000,,,,,68,5565.000000,44.837009,-0.566979,Mediacafe au Calice du Dragon,,,09 80 46 14 34,33000,,osm_node_3362693093,,Rue de la Rousselle,,1433784992.000000,https://www.facebook.com/aucalicedudragon
default,Melbourne,AU,1424472648.000000,,,,,,5563.000000,-37.817563,144.967391,Helveticade Design Studio,,,,VIC 3000,,osm_node_3362483767,Victoria,,,1433784991.000000,http://cade.io
default,Parroquia El Carmen,VE,1473062435.000000,"venta de materiales de construccion,  servicio de remodelaciones, Paisajismo.",,,,,8509.000000,10.186835,-64.643619,"Beardman Services & Supplies, C.A","Beardman Services & Supplies, C.A",,,6023,,,Anzoategui,Av. Jorge Rodríguez,,1473062435.000000,
default,,RS,1425739651.000000,,,,,,5570.000000,44.785571,20.482264,Beograund Radio,,,,,,osm_node_3365896530,,,,1433784994.000000,
nightlife,Singapore,SG,1389316509.000000,,,,,46,6117.000000,1.282339,103.845744,Bartini,,,,,,osm_way_172782354,,Club Street,,1433785188.000000,
default,,AR,1424651928.000000,,,,,,5573.000000,-34.580879,-58.490318,"Soporte Tecnico, Diseño Web, Programación y Seguridad informatica",,,+541132541326,,,osm_node_3367099552,,,,1433784995.000000,http://linkedin.com/in/sebasa/
nightlife,Spitz,AT,1424697265.000000,,,,,17,5574.000000,48.366201,15.410905,Laglers wein.kost.bar,,,,3620,,osm_node_3368067592,,Am Hinterweg,,1433784995.000000,http://www.laglers.at
food,서초동 (Seocho-dong),KR,1424760827.000000,,,,,11 서초 대우디오빌 101호,5575.000000,37.485035,127.029444,DINE&DRINK,,11:00 ~ 23:00,+82 70-4250-0824,,,osm_node_3369611442,,서운로 (Seoun-ro),,1433784995.000000,
default,"Mezzogoro, Fe",IT,1424808910.000000,,,,,65,5577.000000,44.910168,12.073738,Sandro Benazzi - Creare Ricchezza,,,+39 348 7437422,44021,,osm_node_3370730293,,Via Vittoria,,1433784996.000000,http://twimt.it/index.php?aid=24
default,Mezzane di Sotto,IT,1424808773.000000,,,,,32,5578.000000,45.482668,11.089692,Alberto Mantovani - Creare Ricchezza,,,+39 045 8201956,37030,,osm_node_3370793241,,Via Alcide De Gasperi,,1433784996.000000,http://twimt.it/index.php?aid=11
default,Favaro Veneto,IT,1424810880.000000,,,,,103,5579.000000,45.514558,12.259486,Roberto Terzi - Creare Ricchezza,,,,30012,,osm_node_3370857516,,Via Vallon,,1433784997.000000,http://twimt.it/index.php?aid=35
default,Saint-Eustache,CA,1424883169.000000,,,,,113,5580.000000,45.572032,-73.869982,Production MMM inc.,,,+1-514-992-1844,j7p 2v7,,osm_node_3371938990,,27e Avenue,,1433784997.000000,http://www.productionsmmm.com
default,,NL,1424881144.000000,,,,,,5581.000000,18.031508,-63.083263,Renzo Gracie SXM BJJ,,,+1-721-580-3894,,,osm_node_3371980802,,,,1433784997.000000,http://www.sxmbjj.com/
food,Québec,CA,1424910347.000000,,,,,1300,5582.000000,46.829407,-71.229652,Pizzeria Gemini,,Mardi à Vendredi : 11h-14h/17h-23h   Samedi-Dimanche : 17h-23h,1-418-529-3131,G1J3B6,,osm_node_3372635268,,4e Avenue,,1433784998.000000,https://www.facebook.com/geminipizza/
shopping,Tampere,FI,1424944358.000000,,,,,3,5584.000000,61.477304,23.767169,Auto-Outlet Tampere,,maanantai 10.00–18.00 tiistai 10.00–18.00 keskiviikko 10.00–18.00 torstai 10.00–18.00 perjantai 10.00–18.00 lauantai Suljettu sunnuntai Suljettu,010 292 2753,33900,,osm_node_3372981221,,Lahdenperänkatu,,1433784998.000000,http://www.auto-outlet.fi/
shopping,Parroquia Cachamay,VE,1473128129.000000,"Distribuidora de materiales electricos, ferreteria y construccion en general.",Camelecca@hotmail.com,,,,8519.000000,8.314188,-62.713550,"CAMELEC, C.A.","CAMELEC, C.A.",,02869228002 / 04128588213,8050,,,Bolívar,Calle La Urbana,,1473128129.000000,
default,Helsinki,FI,1424968399.000000,,,,,4,5586.000000,60.246763,24.860965,Malminkartanon Hammaslääkärit,,,,00410,,osm_node_3373421147,,Puustellintie,,1433784999.000000,http://www.malminkartanonhammas.fi/
default,Nairobi,KE,1425121010.000000,,,,,,5587.000000,-1.240552,36.761399,Cookswell Jikos,,,+254700380009,,,osm_node_3376248528,,Farasi Road,,1433785000.000000,http://cookswell.co.ke
food,Paris,FR,1425185594.000000,,,,,18,5588.000000,48.890891,2.339577,Restaurant Il Bugigattolo,,,,75018,,osm_node_3377394828,,Rue de la Fontaine du But,,1433785000.000000,
default,Aberdeen,GB,1425217653.000000,,info@mail-ghost.com,,,148,5589.000000,57.130821,-2.118960,MailGhost,,,(+44) 0845 474 4012,AB10 6JW,,osm_node_3377839752,,Gray Street,,1433785000.000000,http://www.mail-ghost.com
default,Leszno,PL,1425227490.000000,,sebastiankozub@o2.pl,,,31/2,5590.000000,51.830230,16.600825,Augustus Design,,,+48 669 085 907,64-100,,osm_node_3378045396,,Tadeusza Rejtana,,1433785001.000000,
cafe,,GB,1425232202.000000,,,,,48,5591.000000,51.063231,-0.331028,The EyeCafe,,,+44 1403 265369,,,osm_node_3378233793,,West Street,,1433785001.000000,https://www.visithorsham.co.uk/business/dixey-cb-opticians
default,tarifa,ES,1425247677.000000,,,,,,5592.000000,36.013277,-5.603906,Little Amsterdam,,,,11380,,osm_node_3378678017,,Plaza Paz,,1433785001.000000,
